trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
186,False,"{'a': 0.35, 'e': 0.8139999999999998}",20,12,-9.808523846981732,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
187,False,"{'a': 0.35, 'e': 0.8129999999999998}",20,0,-134.68284156989262,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
188,False,"{'a': 0.35, 'e': 0.8119999999999998}",20,0,-37.11727399353017,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
189,False,"{'a': 0.35, 'e': 0.8109999999999998}",20,0,-137.92526972577934,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
190,False,"{'a': 0.35, 'e': 0.8099999999999998}",20,0,-75.75123603262061,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
191,False,"{'a': 0.35, 'e': 0.8089999999999998}",20,0,-44.00479647416537,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
192,False,"{'a': 0.35, 'e': 0.8079999999999998}",25,0,-197.1513259194089,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 4}",0
193,False,"{'a': 0.35, 'e': 0.8069999999999998}",25,0,-41.75816066342266,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
194,False,"{'a': 0.35, 'e': 0.8059999999999998}",20,0,-153.64584337582482,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
195,False,"{'a': 0.35, 'e': 0.8049999999999998}",20,5,-58.760286179915504,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 1}",1
196,False,"{'a': 0.35, 'e': 0.8039999999999998}",20,0,-144.88536808176164,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
197,False,"{'a': 0.35, 'e': 0.8029999999999998}",30,19,19.498713071528528,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.35, 'e': 0.8019999999999998}",25,0,-174.0515137791262,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 4}",0
199,False,"{'a': 0.35, 'e': 0.8009999999999998}",20,2,1.066634094008174,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.35, 'e': 0.7999999999999998}",20,0,-125.81045130610168,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
201,False,"{'a': 0.35, 'e': 0.7989999999999998}",25,6,-146.65041125268715,"{0: 8, 1: 2, 2: 5, 3: 3, 4: 1}",1
202,False,"{'a': 0.35, 'e': 0.7979999999999998}",20,0,-59.752560077605025,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
203,False,"{'a': 0.35, 'e': 0.7969999999999998}",25,0,-167.72327707367543,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
204,False,"{'a': 0.35, 'e': 0.7959999999999998}",30,0,-16.498449751797665,"{0: 25, 1: 2, 2: 2, 3: 1, 4: 0}",0
205,False,"{'a': 0.35, 'e': 0.7949999999999998}",35,13,-55.38088977941443,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 1}",1
206,False,"{'a': 0.35, 'e': 0.7939999999999998}",20,0,-95.75568988467404,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
207,False,"{'a': 0.35, 'e': 0.7929999999999998}",20,0,-141.81077450322047,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
208,False,"{'a': 0.35, 'e': 0.7919999999999998}",20,0,-141.10826623858995,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
209,False,"{'a': 0.35, 'e': 0.7909999999999998}",20,0,-76.19448192012855,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",1
210,False,"{'a': 0.35, 'e': 0.7899999999999998}",20,0,-56.87802585546807,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
211,False,"{'a': 0.35, 'e': 0.7889999999999998}",20,0,-179.21631254382987,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 4}",0
212,False,"{'a': 0.35, 'e': 0.7879999999999998}",30,0,-97.54175764899081,"{0: 22, 1: 1, 2: 4, 3: 2, 4: 1}",0
213,False,"{'a': 0.35, 'e': 0.7869999999999998}",20,0,-134.37816809227516,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
214,False,"{'a': 0.35, 'e': 0.7859999999999998}",20,0,13.497204887177244,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
215,False,"{'a': 0.35, 'e': 0.7849999999999998}",25,0,-96.13946057285233,"{0: 15, 1: 3, 2: 4, 3: 3, 4: 0}",0
216,False,"{'a': 0.35, 'e': 0.7839999999999998}",25,17,11.633840945037809,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.35, 'e': 0.7829999999999998}",30,0,-163.19299974449808,"{0: 17, 1: 3, 2: 7, 3: 1, 4: 2}",0
218,False,"{'a': 0.35, 'e': 0.7819999999999998}",30,18,-20.88655523576807,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
219,False,"{'a': 0.35, 'e': 0.7809999999999998}",20,0,-99.94929753188048,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
220,False,"{'a': 0.35, 'e': 0.7799999999999998}",25,0,-48.76442460296217,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
221,False,"{'a': 0.35, 'e': 0.7789999999999998}",30,0,-127.11738368591018,"{0: 19, 1: 4, 2: 5, 3: 0, 4: 2}",0
222,False,"{'a': 0.35, 'e': 0.7779999999999998}",30,0,-191.30891757884206,"{0: 17, 1: 3, 2: 6, 3: 1, 4: 3}",0
223,False,"{'a': 0.35, 'e': 0.7769999999999998}",20,0,-98.66306873136847,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
224,False,"{'a': 0.35, 'e': 0.7759999999999998}",20,0,-83.42865169390771,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
225,False,"{'a': 0.35, 'e': 0.7749999999999998}",20,0,-119.00435510041665,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
226,False,"{'a': 0.35, 'e': 0.7739999999999998}",20,0,-63.4320686899108,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
227,False,"{'a': 0.35, 'e': 0.7729999999999998}",20,0,-156.66190413662733,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
228,False,"{'a': 0.35, 'e': 0.7719999999999998}",25,0,-93.95009601483726,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
229,False,"{'a': 0.35, 'e': 0.7709999999999998}",20,0,-97.6535983908217,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
230,False,"{'a': 0.35, 'e': 0.7699999999999998}",20,0,-93.52709452587816,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
231,False,"{'a': 0.35, 'e': 0.7689999999999998}",35,0,-245.91881430216532,"{0: 22, 1: 1, 2: 5, 3: 3, 4: 4}",0
232,False,"{'a': 0.35, 'e': 0.7679999999999998}",20,0,-39.33649862196757,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
233,False,"{'a': 0.35, 'e': 0.7669999999999998}",25,8,6.468091566029126,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
234,False,"{'a': 0.35, 'e': 0.7659999999999998}",20,0,-125.25349229113024,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
235,False,"{'a': 0.35, 'e': 0.7649999999999998}",20,0,-93.07420204825381,"{0: 9, 1: 5, 2: 4, 3: 2, 4: 0}",0
236,False,"{'a': 0.35, 'e': 0.7639999999999998}",25,0,-61.98345481760584,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
237,False,"{'a': 0.35, 'e': 0.7629999999999998}",30,8,-127.30678432097007,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 2}",1
238,False,"{'a': 0.35, 'e': 0.7619999999999998}",35,0,-214.29844297460764,"{0: 20, 1: 3, 2: 8, 3: 1, 4: 3}",0
239,False,"{'a': 0.35, 'e': 0.7609999999999998}",25,0,-218.69127828679825,"{0: 13, 1: 2, 2: 5, 3: 1, 4: 4}",0
240,False,"{'a': 0.35, 'e': 0.7599999999999998}",30,10,-59.061550603143345,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",1
241,False,"{'a': 0.35, 'e': 0.7589999999999998}",20,0,-140.07183606133077,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
242,False,"{'a': 0.35, 'e': 0.7579999999999998}",25,0,-39.08238139456968,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
243,False,"{'a': 0.35, 'e': 0.7569999999999998}",20,0,-102.61868214072776,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
244,False,"{'a': 0.35, 'e': 0.7559999999999998}",20,0,-122.01929810142951,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 3}",0
245,False,"{'a': 0.35, 'e': 0.7549999999999998}",25,0,-206.76439470376633,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 4}",0
246,False,"{'a': 0.35, 'e': 0.7539999999999998}",25,1,-148.6132515503297,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 3}",1
247,False,"{'a': 0.35, 'e': 0.7529999999999998}",25,14,12.061290133731205,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.35, 'e': 0.7519999999999998}",30,0,-33.54151524183604,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",0
249,False,"{'a': 0.35, 'e': 0.7509999999999998}",25,0,-38.39015483113996,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
250,False,"{'a': 0.35, 'e': 0.7499999999999998}",20,14,-9.945364698404479,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.35, 'e': 0.7489999999999998}",30,1,-50.13768817608076,"{0: 22, 1: 0, 2: 6, 3: 1, 4: 0}",1
252,False,"{'a': 0.35, 'e': 0.7479999999999998}",25,0,-67.25487595706934,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
253,False,"{'a': 0.35, 'e': 0.7469999999999998}",20,1,-175.09202149525453,"{0: 8, 1: 2, 2: 5, 3: 2, 4: 2}",1
254,False,"{'a': 0.35, 'e': 0.7459999999999998}",20,14,-12.127857693452455,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
255,False,"{'a': 0.35, 'e': 0.7449999999999998}",25,0,-114.264963791229,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
256,False,"{'a': 0.35, 'e': 0.7439999999999998}",25,0,-129.19060827235998,"{0: 13, 1: 2, 2: 9, 3: 0, 4: 1}",0
257,False,"{'a': 0.35, 'e': 0.7429999999999998}",20,0,-23.09712577170682,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
258,False,"{'a': 0.35, 'e': 0.7419999999999998}",30,0,-41.63170322959174,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
259,False,"{'a': 0.35, 'e': 0.7409999999999998}",30,0,-42.28801905016081,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",0
260,False,"{'a': 0.35, 'e': 0.7399999999999998}",20,0,-38.28160117487541,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
261,False,"{'a': 0.35, 'e': 0.7389999999999998}",30,6,-95.27295979024579,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 2}",1
262,False,"{'a': 0.35, 'e': 0.7379999999999998}",25,11,-34.77991411867503,"{0: 9, 1: 0, 2: 5, 3: 0, 4: 0}",1
263,False,"{'a': 0.35, 'e': 0.7369999999999998}",20,2,-12.763742951563911,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
264,False,"{'a': 0.35, 'e': 0.7359999999999998}",25,0,-60.0444063636779,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
265,False,"{'a': 0.35, 'e': 0.7349999999999998}",20,13,-11.470353305910095,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
266,False,"{'a': 0.35, 'e': 0.7339999999999998}",20,13,10.919069078931917,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.35, 'e': 0.7329999999999998}",30,0,-165.50059195314637,"{0: 20, 1: 3, 2: 3, 3: 1, 4: 3}",0
268,False,"{'a': 0.35, 'e': 0.7319999999999998}",25,0,-19.540728906240883,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
269,False,"{'a': 0.35, 'e': 0.7309999999999998}",30,0,-66.23999602803278,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 1}",0
270,False,"{'a': 0.35, 'e': 0.7299999999999998}",25,0,-108.97791231611873,"{0: 14, 1: 2, 2: 6, 3: 3, 4: 0}",0
271,False,"{'a': 0.35, 'e': 0.7289999999999998}",25,0,-129.57888208256202,"{0: 16, 1: 0, 2: 5, 3: 3, 4: 1}",0
272,False,"{'a': 0.35, 'e': 0.7279999999999998}",20,12,5.297143551202732,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.35, 'e': 0.7269999999999998}",25,0,-85.32326261749078,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
274,False,"{'a': 0.35, 'e': 0.7259999999999998}",25,0,-121.52504572625601,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
275,False,"{'a': 0.35, 'e': 0.7249999999999998}",20,0,-120.76040479819379,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
276,False,"{'a': 0.35, 'e': 0.7239999999999998}",25,7,-49.64664073341767,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 1}",1
277,False,"{'a': 0.35, 'e': 0.7229999999999998}",20,0,-81.1588875818415,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
278,False,"{'a': 0.35, 'e': 0.7219999999999998}",20,0,-58.968775516058244,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
279,False,"{'a': 0.35, 'e': 0.7209999999999998}",20,8,-36.18072520390657,"{0: 6, 1: 2, 2: 4, 3: 0, 4: 0}",1
280,False,"{'a': 0.35, 'e': 0.7199999999999998}",20,14,-12.828750077285449,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
281,False,"{'a': 0.35, 'e': 0.7189999999999998}",35,0,-72.44790481742267,"{0: 23, 1: 6, 2: 5, 3: 1, 4: 0}",0
282,False,"{'a': 0.35, 'e': 0.7179999999999997}",20,0,-24.323741418920097,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
283,False,"{'a': 0.35, 'e': 0.7169999999999997}",30,7,-14.369707465223145,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 0}",1
284,False,"{'a': 0.35, 'e': 0.7159999999999997}",20,0,-125.81233703973304,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
285,False,"{'a': 0.35, 'e': 0.7149999999999997}",20,8,2.670799032990277,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.35, 'e': 0.7139999999999997}",20,0,-16.773319637823835,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
287,False,"{'a': 0.35, 'e': 0.7129999999999997}",20,6,-9.422044937395851,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.35, 'e': 0.7119999999999997}",20,0,-57.50351888397006,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
289,False,"{'a': 0.35, 'e': 0.7109999999999997}",25,0,-67.97522142129007,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
290,False,"{'a': 0.35, 'e': 0.7099999999999997}",25,9,-41.21918683540299,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
291,False,"{'a': 0.35, 'e': 0.7089999999999997}",20,0,-108.48138077072934,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
292,False,"{'a': 0.35, 'e': 0.7079999999999997}",20,13,-4.2210504972976715,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.35, 'e': 0.7069999999999997}",30,0,-109.60424320632119,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
294,False,"{'a': 0.35, 'e': 0.7059999999999997}",20,4,-32.42836764302381,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
295,False,"{'a': 0.35, 'e': 0.7049999999999997}",20,0,-42.281649414173415,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
296,False,"{'a': 0.35, 'e': 0.7039999999999997}",20,0,-120.70023948522224,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
297,False,"{'a': 0.35, 'e': 0.7029999999999997}",30,0,-184.05975996383705,"{0: 17, 1: 6, 2: 3, 3: 1, 4: 3}",0
298,False,"{'a': 0.35, 'e': 0.7019999999999997}",20,0,-76.02619326709929,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
299,False,"{'a': 0.35, 'e': 0.7009999999999997}",30,12,-47.28166925284568,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 0}",1
300,False,"{'a': 0.35, 'e': 0.6999999999999997}",20,2,-13.610702530911826,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
301,False,"{'a': 0.35, 'e': 0.6989999999999997}",25,0,-150.61665468901523,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
302,False,"{'a': 0.35, 'e': 0.6979999999999997}",35,0,-67.26556927209072,"{0: 28, 1: 0, 2: 6, 3: 0, 4: 1}",0
303,False,"{'a': 0.35, 'e': 0.6969999999999997}",20,0,-78.27245791752718,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
304,False,"{'a': 0.35, 'e': 0.6959999999999997}",25,0,-64.73326021972623,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",1
305,False,"{'a': 0.35, 'e': 0.6949999999999997}",20,0,-71.80424496163893,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
306,False,"{'a': 0.35, 'e': 0.6939999999999997}",20,0,-32.43581900499473,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
307,False,"{'a': 0.35, 'e': 0.6929999999999997}",25,4,-36.5748812470454,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 1}",1
308,False,"{'a': 0.35, 'e': 0.6919999999999997}",30,13,-100.16679569075666,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 2}",1
309,False,"{'a': 0.35, 'e': 0.6909999999999997}",20,0,-65.22174489767934,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
310,False,"{'a': 0.35, 'e': 0.6899999999999997}",25,0,-122.78546535492643,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",0
311,False,"{'a': 0.35, 'e': 0.6889999999999997}",25,5,-73.43521511827892,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",1
312,False,"{'a': 0.35, 'e': 0.6879999999999997}",20,0,-100.80350227971331,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
313,False,"{'a': 0.35, 'e': 0.6869999999999997}",35,25,-2.6765001142826668,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
314,False,"{'a': 0.35, 'e': 0.6859999999999997}",35,0,-122.0434000199674,"{0: 22, 1: 2, 2: 9, 3: 1, 4: 1}",0
315,False,"{'a': 0.35, 'e': 0.6849999999999997}",20,0,-27.55018642677198,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",1
316,False,"{'a': 0.35, 'e': 0.6839999999999997}",20,0,-34.07547052831304,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
317,False,"{'a': 0.35, 'e': 0.6829999999999997}",25,0,1.5529662742412458,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
318,False,"{'a': 0.35, 'e': 0.6819999999999997}",20,0,-22.216254937646685,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
319,False,"{'a': 0.35, 'e': 0.6809999999999997}",25,12,-18.2027793753536,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
320,False,"{'a': 0.35, 'e': 0.6799999999999997}",20,0,-72.95742732815448,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
321,False,"{'a': 0.35, 'e': 0.6789999999999997}",20,0,-54.786304129914164,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
322,False,"{'a': 0.35, 'e': 0.6779999999999997}",20,5,-12.722679746570599,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
323,False,"{'a': 0.35, 'e': 0.6769999999999997}",25,0,-40.82563808160994,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
324,False,"{'a': 0.35, 'e': 0.6759999999999997}",30,12,-4.129761817220689,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 0}",1
325,False,"{'a': 0.35, 'e': 0.6749999999999997}",25,7,1.7155541685263391,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
326,False,"{'a': 0.35, 'e': 0.6739999999999997}",20,0,-77.79052297080636,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
327,False,"{'a': 0.35, 'e': 0.6729999999999997}",30,9,-31.993803858291493,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
328,False,"{'a': 0.35, 'e': 0.6719999999999997}",30,0,-62.63734357704232,"{0: 22, 1: 4, 2: 3, 3: 0, 4: 1}",0
329,False,"{'a': 0.35, 'e': 0.6709999999999997}",20,10,0.48118627223332966,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.35, 'e': 0.6699999999999997}",30,0,-24.672399552966613,"{0: 24, 1: 1, 2: 5, 3: 0, 4: 0}",0
331,False,"{'a': 0.35, 'e': 0.6689999999999997}",25,14,5.041272252457646,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
332,False,"{'a': 0.35, 'e': 0.6679999999999997}",20,13,13.071802610557931,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.35, 'e': 0.6669999999999997}",25,0,-81.45904342253712,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
334,False,"{'a': 0.35, 'e': 0.6659999999999997}",20,0,3.608393301699676,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
335,False,"{'a': 0.35, 'e': 0.6649999999999997}",20,3,-94.82148620362798,"{0: 9, 1: 3, 2: 2, 3: 2, 4: 1}",1
336,False,"{'a': 0.35, 'e': 0.6639999999999997}",30,0,-76.1608308725123,"{0: 24, 1: 0, 2: 3, 3: 2, 4: 1}",0
337,False,"{'a': 0.35, 'e': 0.6629999999999997}",20,0,-46.574548266715134,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
338,False,"{'a': 0.35, 'e': 0.6619999999999997}",30,0,-78.87216459591775,"{0: 23, 1: 0, 2: 5, 3: 1, 4: 1}",0
339,False,"{'a': 0.35, 'e': 0.6609999999999997}",20,0,-43.6230709710203,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
340,False,"{'a': 0.35, 'e': 0.6599999999999997}",30,18,-52.84351059805843,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
341,False,"{'a': 0.35, 'e': 0.6589999999999997}",25,0,-60.22401493283974,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
342,False,"{'a': 0.35, 'e': 0.6579999999999997}",25,6,-1.7307403892775906,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
343,False,"{'a': 0.35, 'e': 0.6569999999999997}",30,0,-30.923658574403486,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
344,False,"{'a': 0.35, 'e': 0.6559999999999997}",30,0,-211.49703038578988,"{0: 20, 1: 1, 2: 3, 3: 2, 4: 4}",0
345,False,"{'a': 0.35, 'e': 0.6549999999999997}",25,0,-90.1242677424544,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
346,False,"{'a': 0.35, 'e': 0.6539999999999997}",25,0,-86.37648360488618,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",1
347,False,"{'a': 0.35, 'e': 0.6529999999999997}",25,9,-72.02296368640249,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 1}",1
348,False,"{'a': 0.35, 'e': 0.6519999999999997}",20,12,2.4375286897625625,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.35, 'e': 0.6509999999999997}",20,0,1.798822727911798,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
350,False,"{'a': 0.35, 'e': 0.6499999999999997}",20,0,-53.39088340403221,"{0: 15, 1: 1, 2: 1, 3: 3, 4: 0}",0
351,False,"{'a': 0.35, 'e': 0.6489999999999997}",25,7,-80.16332153105508,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 2}",1
352,False,"{'a': 0.35, 'e': 0.6479999999999997}",30,0,-78.1095659466306,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
353,False,"{'a': 0.35, 'e': 0.6469999999999997}",30,0,-161.59250041116132,"{0: 18, 1: 1, 2: 8, 3: 1, 4: 2}",0
354,False,"{'a': 0.35, 'e': 0.6459999999999997}",20,5,13.891967997611674,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.35, 'e': 0.6449999999999997}",25,0,-22.737052481953025,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
356,False,"{'a': 0.35, 'e': 0.6439999999999997}",25,8,-26.779856164195007,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
357,False,"{'a': 0.35, 'e': 0.6429999999999997}",25,0,-64.65333052072587,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
358,False,"{'a': 0.35, 'e': 0.6419999999999997}",25,0,-88.83652139768373,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
359,False,"{'a': 0.35, 'e': 0.6409999999999997}",25,0,-36.04738299056394,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
360,False,"{'a': 0.35, 'e': 0.6399999999999997}",20,11,14.356239676901506,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.35, 'e': 0.6389999999999997}",30,12,-105.52126272678933,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 2}",1
362,False,"{'a': 0.35, 'e': 0.6379999999999997}",30,18,-0.9098779041360237,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
363,False,"{'a': 0.35, 'e': 0.6369999999999997}",25,0,-33.619396256529775,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
364,False,"{'a': 0.35, 'e': 0.6359999999999997}",25,1,-55.758206868470815,"{0: 18, 1: 0, 2: 4, 3: 2, 4: 0}",1
365,False,"{'a': 0.35, 'e': 0.6349999999999997}",25,0,-62.46686260385272,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
366,False,"{'a': 0.35, 'e': 0.6339999999999997}",30,18,-15.783944058962376,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
367,False,"{'a': 0.35, 'e': 0.6329999999999997}",20,0,-33.47017290757343,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
368,False,"{'a': 0.35, 'e': 0.6319999999999997}",20,8,-31.563126232727807,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
