trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
737,False,"{'a': 0.35, 'e': 0.26299999999999935}",20,14,10.526983860508347,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.35, 'e': 0.26199999999999934}",20,14,-10.32426535496757,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
739,False,"{'a': 0.35, 'e': 0.26099999999999934}",20,12,13.08189864644589,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.35, 'e': 0.25999999999999934}",20,0,-78.72603364832612,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
741,False,"{'a': 0.35, 'e': 0.25899999999999934}",20,16,7.858000069598261,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.35, 'e': 0.25799999999999934}",25,11,24.295506033093805,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.35, 'e': 0.25699999999999934}",20,2,-83.78975206027644,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 2}",1
744,False,"{'a': 0.35, 'e': 0.25599999999999934}",25,12,13.087002090638117,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
745,False,"{'a': 0.35, 'e': 0.25499999999999934}",25,0,-32.36102361225856,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
746,False,"{'a': 0.35, 'e': 0.25399999999999934}",30,19,1.855178532250248,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
747,False,"{'a': 0.35, 'e': 0.25299999999999934}",20,14,11.187458931305105,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.35, 'e': 0.25199999999999934}",25,14,6.111058567415933,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.35, 'e': 0.25099999999999933}",25,3,12.890621049414204,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
750,False,"{'a': 0.35, 'e': 0.24999999999999933}",25,9,-24.209264152911608,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
751,False,"{'a': 0.35, 'e': 0.24899999999999933}",30,16,-36.35327736493388,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
752,False,"{'a': 0.35, 'e': 0.24799999999999933}",25,12,7.0202055810365405,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
753,False,"{'a': 0.35, 'e': 0.24699999999999933}",30,21,-11.376120846551913,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
754,False,"{'a': 0.35, 'e': 0.24599999999999933}",20,0,-16.518198293942227,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
755,False,"{'a': 0.35, 'e': 0.24499999999999933}",30,15,5.789559492522552,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
756,False,"{'a': 0.35, 'e': 0.24399999999999933}",25,7,-67.41295966135861,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 1}",1
757,False,"{'a': 0.35, 'e': 0.24299999999999933}",20,3,-18.644708021751192,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
758,False,"{'a': 0.35, 'e': 0.24199999999999933}",35,12,-38.518218477296585,"{0: 19, 1: 2, 2: 0, 3: 1, 4: 1}",1
759,False,"{'a': 0.35, 'e': 0.24099999999999933}",25,14,-4.68448846748111,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
760,False,"{'a': 0.35, 'e': 0.23999999999999932}",35,8,23.05389547624308,"{0: 24, 1: 3, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.35, 'e': 0.23899999999999932}",35,12,16.66096938955299,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
762,False,"{'a': 0.35, 'e': 0.23799999999999932}",30,14,17.458768583040726,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
763,False,"{'a': 0.35, 'e': 0.23699999999999932}",20,8,20.77333966892955,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.35, 'e': 0.23599999999999932}",20,0,-37.14279718153849,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
765,False,"{'a': 0.35, 'e': 0.23499999999999932}",20,10,-62.69283014929578,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
766,False,"{'a': 0.35, 'e': 0.23399999999999932}",25,9,10.654628645131924,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
767,False,"{'a': 0.35, 'e': 0.23299999999999932}",25,15,19.77193273030591,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.35, 'e': 0.23199999999999932}",20,0,19.41965075190725,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
769,False,"{'a': 0.35, 'e': 0.23099999999999932}",25,17,0.08738657039587494,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
770,False,"{'a': 0.35, 'e': 0.22999999999999932}",20,6,-11.504706803192494,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
771,False,"{'a': 0.35, 'e': 0.22899999999999932}",20,8,11.309988039900967,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
772,False,"{'a': 0.35, 'e': 0.22799999999999931}",25,17,1.8338289578522868,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
773,False,"{'a': 0.35, 'e': 0.2269999999999993}",20,16,5.98712556708985,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.35, 'e': 0.2259999999999993}",30,10,-29.91336819181055,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",1
775,False,"{'a': 0.35, 'e': 0.2249999999999993}",20,2,-21.21934234157211,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
776,False,"{'a': 0.35, 'e': 0.2239999999999993}",30,8,-5.516002048876526,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
777,False,"{'a': 0.35, 'e': 0.2229999999999993}",20,3,7.380472709146934,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
778,False,"{'a': 0.35, 'e': 0.2219999999999993}",25,11,6.335514820306872,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
779,False,"{'a': 0.35, 'e': 0.2209999999999993}",20,15,8.812259952770527,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.35, 'e': 0.2199999999999993}",25,4,-6.583153678386074,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
781,False,"{'a': 0.35, 'e': 0.2189999999999993}",25,18,14.785933174190445,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.35, 'e': 0.2179999999999993}",20,2,14.137735036234494,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
783,False,"{'a': 0.35, 'e': 0.2169999999999993}",20,8,-25.21001468988375,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
784,False,"{'a': 0.35, 'e': 0.2159999999999993}",20,3,24.244607331727618,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.35, 'e': 0.2149999999999993}",25,7,9.880850352714036,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
786,False,"{'a': 0.35, 'e': 0.2139999999999993}",20,14,12.530525307160422,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.35, 'e': 0.2129999999999993}",20,0,25.644280693228975,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.35, 'e': 0.2119999999999993}",25,13,-18.487557796645817,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
789,False,"{'a': 0.35, 'e': 0.2109999999999993}",25,11,-39.9949294741694,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
790,False,"{'a': 0.35, 'e': 0.2099999999999993}",20,11,14.774404472392176,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.35, 'e': 0.2089999999999993}",20,7,15.822915661766757,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.35, 'e': 0.2079999999999993}",20,8,-22.38905844760711,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
793,False,"{'a': 0.35, 'e': 0.2069999999999993}",20,0,-8.80702684067956,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
794,False,"{'a': 0.35, 'e': 0.2059999999999993}",20,4,13.97384660838199,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.35, 'e': 0.2049999999999993}",30,8,24.451564871797896,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
796,False,"{'a': 0.35, 'e': 0.2039999999999993}",25,10,2.6363582983314613,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
797,False,"{'a': 0.35, 'e': 0.2029999999999993}",20,11,3.0942731659353946,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
798,False,"{'a': 0.35, 'e': 0.2019999999999993}",20,0,-12.515258434930344,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
799,False,"{'a': 0.35, 'e': 0.2009999999999993}",25,11,27.884498849385608,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.35, 'e': 0.1999999999999993}",20,14,-4.510651626943953,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
801,False,"{'a': 0.35, 'e': 0.1989999999999993}",25,11,-29.258067425849827,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
802,False,"{'a': 0.35, 'e': 0.1979999999999993}",25,9,-12.335348622549201,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
803,False,"{'a': 0.35, 'e': 0.1969999999999993}",25,16,17.339226009222568,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.35, 'e': 0.19599999999999929}",20,9,15.089366102089654,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.35, 'e': 0.19499999999999929}",30,2,-11.287378690584902,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 1}",1
806,False,"{'a': 0.35, 'e': 0.19399999999999928}",25,8,15.60739239803637,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
807,False,"{'a': 0.35, 'e': 0.19299999999999928}",25,3,-24.547567850646733,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
808,False,"{'a': 0.35, 'e': 0.19199999999999928}",20,0,5.864761802233888,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
809,False,"{'a': 0.35, 'e': 0.19099999999999928}",20,11,2.9296817233493524,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
810,False,"{'a': 0.35, 'e': 0.18999999999999928}",20,12,15.44931776242618,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.35, 'e': 0.18899999999999928}",25,7,17.34616376743256,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
812,False,"{'a': 0.35, 'e': 0.18799999999999928}",20,10,9.420278338356056,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.35, 'e': 0.18699999999999928}",30,15,15.111711831231986,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
814,False,"{'a': 0.35, 'e': 0.18599999999999928}",25,6,-2.4787174555375318,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
815,False,"{'a': 0.35, 'e': 0.18499999999999928}",35,14,29.494873808265925,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
816,False,"{'a': 0.35, 'e': 0.18399999999999928}",25,13,22.941498652037318,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.35, 'e': 0.18299999999999927}",20,0,-104.71475657922835,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
818,False,"{'a': 0.35, 'e': 0.18199999999999927}",20,12,-15.443724779195032,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
819,False,"{'a': 0.35, 'e': 0.18099999999999927}",20,3,21.59324831902879,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.35, 'e': 0.17999999999999927}",25,4,10.082148489116928,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
821,False,"{'a': 0.35, 'e': 0.17899999999999927}",25,6,13.688447933475151,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
822,False,"{'a': 0.35, 'e': 0.17799999999999927}",25,0,-31.736747125031982,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
823,False,"{'a': 0.35, 'e': 0.17699999999999927}",30,11,10.492214928787437,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
824,False,"{'a': 0.35, 'e': 0.17599999999999927}",25,2,-57.255297840879244,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 2}",1
825,False,"{'a': 0.35, 'e': 0.17499999999999927}",30,5,34.135423188352426,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
826,False,"{'a': 0.35, 'e': 0.17399999999999927}",20,8,20.98738360260931,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.35, 'e': 0.17299999999999927}",20,8,1.661820576801423,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
828,False,"{'a': 0.35, 'e': 0.17199999999999926}",20,0,16.58309267439788,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
829,False,"{'a': 0.35, 'e': 0.17099999999999926}",25,8,27.4533457532504,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.35, 'e': 0.16999999999999926}",25,13,10.201080059150986,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
831,False,"{'a': 0.35, 'e': 0.16899999999999926}",30,0,-16.846265781589636,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 0}",0
832,False,"{'a': 0.35, 'e': 0.16799999999999926}",30,1,41.17532034508484,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.35, 'e': 0.16699999999999926}",20,0,6.795335493839083,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
834,False,"{'a': 0.35, 'e': 0.16599999999999926}",20,11,17.105325548182616,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.35, 'e': 0.16499999999999926}",20,2,3.4741373358641265,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
836,False,"{'a': 0.35, 'e': 0.16399999999999926}",25,8,-22.62415211147738,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
837,False,"{'a': 0.35, 'e': 0.16299999999999926}",25,13,18.868407513614777,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.35, 'e': 0.16199999999999926}",20,10,18.614574638978688,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.35, 'e': 0.16099999999999925}",25,0,24.54639324125189,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
840,False,"{'a': 0.35, 'e': 0.15999999999999925}",25,8,27.87477506103008,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.35, 'e': 0.15899999999999925}",30,15,11.499140649188075,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
842,False,"{'a': 0.35, 'e': 0.15799999999999925}",20,9,18.517760653540492,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.35, 'e': 0.15699999999999925}",25,14,20.578522483343594,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.35, 'e': 0.15599999999999925}",25,13,-11.380886537864669,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
845,False,"{'a': 0.35, 'e': 0.15499999999999925}",30,17,-20.434156120417626,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
846,False,"{'a': 0.35, 'e': 0.15399999999999925}",25,7,32.223256729923065,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.35, 'e': 0.15299999999999925}",20,10,-26.747459114831138,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
848,False,"{'a': 0.35, 'e': 0.15199999999999925}",20,11,18.78112493257013,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.35, 'e': 0.15099999999999925}",20,5,11.529579765814747,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
850,False,"{'a': 0.35, 'e': 0.14999999999999925}",20,3,16.967215573460642,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
851,False,"{'a': 0.35, 'e': 0.14899999999999924}",20,4,19.531866739388544,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
852,False,"{'a': 0.35, 'e': 0.14799999999999924}",30,0,-9.582093946844827,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
853,False,"{'a': 0.35, 'e': 0.14699999999999924}",25,14,20.474679360775866,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.35, 'e': 0.14599999999999924}",20,0,29.578692935848885,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
855,False,"{'a': 0.35, 'e': 0.14499999999999924}",20,16,8.242165502881253,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.35, 'e': 0.14399999999999924}",30,2,29.239575908819745,"{0: 26, 1: 2, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.35, 'e': 0.14299999999999924}",25,15,17.609333485205276,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.35, 'e': 0.14199999999999924}",20,8,20.884120473001218,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.35, 'e': 0.14099999999999924}",20,10,11.65162316759267,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.35, 'e': 0.13999999999999924}",25,3,39.17920156347027,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.35, 'e': 0.13899999999999924}",30,22,14.744481658929569,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.35, 'e': 0.13799999999999923}",20,10,-23.742593109503627,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
863,False,"{'a': 0.35, 'e': 0.13699999999999923}",35,19,20.175888249201552,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
864,False,"{'a': 0.35, 'e': 0.13599999999999923}",30,12,34.40849623611625,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.35, 'e': 0.13499999999999923}",25,18,13.554727863873115,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.35, 'e': 0.13399999999999923}",35,24,20.589792817925694,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.35, 'e': 0.13299999999999923}",25,16,-27.732554477488172,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
868,False,"{'a': 0.35, 'e': 0.13199999999999923}",25,11,0.545792149765423,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
869,False,"{'a': 0.35, 'e': 0.13099999999999923}",35,27,14.85227709638054,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.35, 'e': 0.12999999999999923}",20,8,21.677568472978415,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.35, 'e': 0.12899999999999923}",20,8,-18.084772236041267,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
872,False,"{'a': 0.35, 'e': 0.12799999999999923}",20,11,4.663600024623307,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
873,False,"{'a': 0.35, 'e': 0.12699999999999922}",20,13,14.958618715773923,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.35, 'e': 0.12599999999999922}",20,7,21.151396372710156,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.35, 'e': 0.12499999999999922}",25,8,22.969167049502133,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.35, 'e': 0.12399999999999922}",30,18,-19.474525449517607,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
877,False,"{'a': 0.35, 'e': 0.12299999999999922}",25,0,20.422191460264788,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
878,False,"{'a': 0.35, 'e': 0.12199999999999922}",20,8,18.42221546243215,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.35, 'e': 0.12099999999999922}",30,20,13.135517908498624,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.35, 'e': 0.11999999999999922}",20,14,11.988757716659896,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.35, 'e': 0.11899999999999922}",25,14,20.718416446130067,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.35, 'e': 0.11799999999999922}",20,11,16.30532477512591,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.35, 'e': 0.11699999999999922}",25,5,-5.6364780472102,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
884,False,"{'a': 0.35, 'e': 0.11599999999999921}",25,13,13.209435211725776,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
885,False,"{'a': 0.35, 'e': 0.11499999999999921}",30,21,3.4095898716567747,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
886,False,"{'a': 0.35, 'e': 0.11399999999999921}",25,17,20.875539204084177,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.35, 'e': 0.11299999999999921}",20,0,10.88258407957768,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
888,False,"{'a': 0.35, 'e': 0.11199999999999921}",20,3,27.417736176167494,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.35, 'e': 0.11099999999999921}",20,0,33.294127875662845,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
890,False,"{'a': 0.35, 'e': 0.10999999999999921}",25,4,36.32910003718513,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.35, 'e': 0.10899999999999921}",20,0,2.081966168613906,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
892,False,"{'a': 0.35, 'e': 0.10799999999999921}",25,11,23.87902536457382,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.35, 'e': 0.1069999999999992}",30,4,28.66703923400925,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
894,False,"{'a': 0.35, 'e': 0.1059999999999992}",25,19,1.8986977402688812,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.35, 'e': 0.1049999999999992}",20,8,4.632095076581574,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
896,False,"{'a': 0.35, 'e': 0.1039999999999992}",25,9,-56.6001985391276,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
897,False,"{'a': 0.35, 'e': 0.1029999999999992}",20,13,12.367226215508534,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.35, 'e': 0.1019999999999992}",20,10,19.987954332526893,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.35, 'e': 0.1009999999999992}",20,16,5.289929636199615,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.35, 'e': 0.0999999999999992}",25,3,11.493102993172597,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
901,False,"{'a': 0.35, 'e': 0.0989999999999992}",20,14,11.722541760259698,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.35, 'e': 0.0979999999999992}",20,9,17.52584455101562,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.35, 'e': 0.0969999999999992}",30,8,-18.042131673549253,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
904,False,"{'a': 0.35, 'e': 0.0959999999999992}",25,18,5.863069968426944,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.35, 'e': 0.0949999999999992}",20,0,18.606593875845434,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
906,False,"{'a': 0.35, 'e': 0.0939999999999992}",25,0,24.70057677911852,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
907,False,"{'a': 0.35, 'e': 0.0929999999999992}",30,24,10.324594529754842,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.35, 'e': 0.0919999999999992}",20,12,-7.853055670131978,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
909,False,"{'a': 0.35, 'e': 0.09099999999999919}",30,9,9.891729663973832,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
910,False,"{'a': 0.35, 'e': 0.08999999999999919}",25,19,10.591493879748755,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.35, 'e': 0.08899999999999919}",20,13,10.466293317350909,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.35, 'e': 0.08799999999999919}",20,16,6.250484873428814,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.35, 'e': 0.08699999999999919}",30,18,22.843592725099963,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.35, 'e': 0.08599999999999919}",30,7,26.352890720413274,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
915,False,"{'a': 0.35, 'e': 0.08499999999999919}",20,2,31.768684317618632,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.35, 'e': 0.08399999999999919}",20,8,24.830368095468767,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.35, 'e': 0.08299999999999919}",20,9,18.821579936776306,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,False,"{'a': 0.35, 'e': 0.08199999999999918}",30,21,15.796459195781267,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.35, 'e': 0.08099999999999918}",25,20,9.527746071994972,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,False,"{'a': 0.35, 'e': 0.07999999999999918}",20,12,15.088483558663686,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.35, 'e': 0.07899999999999918}",20,11,16.846625603853887,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
